text,reading,rank
矢束,やつか,127611
火難,かなん,127614
旧恩,きゅうおん,127615
夏毛,なつげ,127621
富力,ふりょく,127625
凛冽,りんれつ,127628
誰某,だれそれ,127634
迫持,せりもち,127635
山襞,やまひだ,127636
営巣,えいそう,127644
付設,ふせつ,127648
有期,ゆうき,127655
縞物,しまもの,127656
離乳,りにゅう,127665
水魚,すいぎょ,127674
卵大,たまごだい,127675
薬中,やくちゅう,127676
剛強,ごうきょう,127678
牧者,ぼくしゃ,127682
武弁,ぶべん,127686
冷視,れいし,127687
銀泥,ぎんでい,127689
肌合,はだあい,127691
智嚢,ちのう,127701
啓蟄,けいちつ,127704
悪道,あくどう,127708
渋色,しぶいろ,127713
舅姑,きゅうこ,127716
有印,ゆういん,127717
成約,せいやく,127719
祝盃,しゅくはい,127727
色慾,しきよく,127731
妖雲,よううん,127743
古稀,こき,127745
内方,ないほう,127746
自公,じこう,127749
厳酷,げんこく,127750
小歌,こうた,127752
沢辺,さわべ,127754
泣訴,きゅうそ,127767
永訣,えいけつ,127774
古例,これい,127775
序言,じょげん,127784
糖化,とうか,127785
皇紀,こうき,127801
金冠,きんかん,127809
万乗,ばんじょう,127815
舳艫,じくろ,127819
浚渫,しゅんせつ,127823
彫物,ほりもの,127824
他物,たぶつ,127828
棒線,ぼうせん,127830
惨烈,さんれつ,127833
耳語,じご,127837
房中,ぼうちゅう,127843
胆略,たんりゃく,127844
遅配,ちはい,127858
郷軍,ごうぐん,127859
正逆,せいぎゃく,127876
漁猟,ぎょりょう,127878
公告,こうこく,127882
着底,ちゃくてい,127889
病源,びょうげん,127891
上肢,じょうし,127897
中手,なかて,127902
眉庇,まびさし,127915
頓服,とんぷく,127920
名神,めいしん,127923
諸寺,しょじ,127936
上聞,じょうぶん,127938
野茨,のいばら,127940
鮫肌,さめはだ,127941
忠烈,ちゅうれつ,127946
乾期,かんき,127948
払子,ほっす,127954
横堀,よこぼり,127956
車間,しゃかん,127970
変電,へんでん,127971
最外,さいがい,127973
非違,ひい,127976
金権,きんけん,127978
毛程,けほど,127981
酔余,すいよ,127995
軍器,ぐんき,127999
温感,おんかん,128019
血塗,ちみどろ,128021
休会,きゅうかい,128022
蒲柳,ほりゅう,128025
弁口,べんこう,128032
皮靴,かわぐつ,128034
心組,こころぐみ,128037
売主,うりぬし,128044
創痍,そうい,128054
約言,やくげん,128061
河風,かわかぜ,128066
膿汁,のうじゅう,128068
骨細,ほねぼそ,128069
鼎立,ていりつ,128072
冗舌,じょうぜつ,128076
旧縁,きゅうえん,128079
緑樹,りょくじゅ,128080
捕囚,ほしゅう,128083
択一,たくいつ,128086
半切,はんせつ,128088
瀰漫,びまん,128107
昨夏,さっか,128120
自製,じせい,128123
淡彩,たんさい,128125
燈芯,とうしん,128128
台辞,だいじ,128131
処決,しょけつ,128135
愛憐,あいれん,128137
黙過,もっか,128139
米麦,べいばく,128156
悪文,あくぶん,128162
廃熱,はいねつ,128164
碑銘,ひめい,128165
長袴,ながばかま,128178
前名,ぜんめい,128180
頓悟,とんご,128183
冠雪,かんせつ,128188
成案,せいあん,128191
末葉,まつよう,128192
亡友,ぼうゆう,128197
万朶,ばんだ,128200
銃丸,じゅうがん,128204
内報,ないほう,128205
駆足,かけあし,128206
力闘,りきとう,128252
清栄,せいえい,128253
愚作,ぐさく,128262
故智,こち,128274
沈淪,ちんりん,128278
弱年,じゃくねん,128286
荒物,あらもの,128291
目送,もくそう,128294
大度,たいど,128301
捨場,すてば,128303
晩成,ばんせい,128308
開宴,かいえん,128312
干柿,ほしがき,128313
労使,ろうし,128327
巻髪,まきがみ,128328
不整,ふせい,128329
鉤型,かぎがた,128334
肘枕,ひじまくら,128335
細微,さいび,128343
頭株,あたまかぶ,128344
主脳,しゅのう,128350
週日,しゅうじつ,128358
巨利,きょり,128359
慧敏,けいびん,128364
相補,そうほ,128369
浄書,じょうしょ,128381
号数,ごうすう,128388
香箱,こうばこ,128391
宥恕,ゆうじょ,128403
失心,しっしん,128405
臆断,おくだん,128440
転学,てんがく,128441
焼鏝,やきごて,128445
累乗,るいじょう,128458
絶讃,ぜっさん,128461
内分,ないぶん,128465
大呼,たいこ,128468
浴後,よくご,128469
泥流,でいりゅう,128470
判型,はんがた,128473
訓諭,くんゆ,128482
滅裂,めつれつ,128496
勇断,ゆうだん,128497
無代,むだい,128498
廻送,かいそう,128504
飲水,いんすい,128506
截然,せつぜん,128516
都鄙,とひ,128517
敬白,けいはく,128519
痼疾,こしつ,128530
割前,わりまえ,128531
可燃,かねん,128556
中度,ちゅうど,128560
両論,りょうろん,128566
空似,そらに,128569
秘教,ひきょう,128572
脱俗,だつぞく,128579
思議,しぎ,128580
内需,ないじゅ,128583
停年,ていねん,128592
入府,にゅうふ,128594
侵出,しんしゅつ,128597
傷者,しょうしゃ,128600
要務,ようむ,128630
一軸,いちじく,128648
小閑,しょうかん,128650
献酬,けんしゅう,128662
鈍才,どんさい,128663
塵紙,ちりがみ,128668
綱要,こうよう,128670
手交,しゅこう,128671
索然,さくぜん,128680
先出,せんしゅつ,128685
嶮峻,けんしゅん,128691
湯茶,ゆちゃ,128692
皆既,かいき,128693
春寒,しゅんかん,128699
末節,まっせつ,128708
文事,ぶんじ,128717
廻状,かいじょう,128730
同病,どうびょう,128734
憂身,うきみ,128776
櫛目,くしめ,128785
猛打,もうだ,128787
凡例,はんれい,128804
幽寂,ゆうじゃく,128830
連累,れんるい,128834
意嚮,いこう,128857
大骨,おおぼね,128876
塗抹,とまつ,128877
皓月,こうげつ,128881
吏人,りじん,128941
藉口,しゃこう,128973
添字,そえじ,129037
鎮子,ちんし,129042
夏羽,なつばね,129065
冬芽,とうが,129071
入域,にゅういき,129092
秀真,ほつま,129124
大州,たいしゅう,129142
空曹,くうそう,129165
乳毛,ちちげ,129168
按司,あじ,129179
立坑,たてこう,129212
伊和,いわ,129215
高堂,こうどう,129223
光照,こうしょう,129226
後場,ごば,129247
来者,らいしゃ,129258
特機,とっき,129293
通船,つうせん,129312
澳門,マカオ,129334
蛍狩,ほたるがり,129337
雷発,らいはつ,129341
其者,それしゃ,129356
紫微,しび,129361
国原,くにばら,129365
季子,きし,129374
囚獄,ひとや,129411
火燵,こたつ,129417
花圃,かほ,129423
厄神,やくじん,129431
闘魚,とうぎょ,129438
聖座,せいざ,129440
背甲,はいこう,129443
銀面,ぎんめん,129449
聖林,ハリウッド,129460
万別,ばんべつ,129462
霊夢,れいむ,129467
社地,しゃち,129469
見高,けんだか,129472
惣構,そうがまえ,129481
蛍雪,けいせつ,129483
郭清,かくせい,129497
漿果,しょうか,129502
患難,かんなん,129506
鼠族,そぞく,129515
鋼玉,こうぎょく,129517
穢多,えた,129538
都連,とれん,129539
茶箱,ちゃばこ,129545
雪庇,せっぴ,129546
島風,しまかぜ,129558
雄蕊,おしべ,129570
詩論,しろん,129573
鷓鴣,しゃこ,129579
抄本,しょうほん,129584
放生,ほうじょう,129589
使丁,してい,129591
国侍,くにざむらい,129594
鮮人,せんじん,129596
帚星,ほうきぼし,129599
胸水,きょうすい,129602
幣帛,へいはく,129609
勅撰,ちょくせん,129612
月桂,げっけい,129613
与信,よしん,129615
鳥兜,とりかぶと,129620
陸大,りくだい,129631
受任,じゅにん,129639
棧橋,さんばし,129640
気門,きもん,129644
親兵,しんぺい,129647
巡警,じゅんけい,129651
徒組,かちぐみ,129655
綺譚,きたん,129663
薄鈍,うすのろ,129665
地謡,じうたい,129666
楽員,がくいん,129675
知徳,ちとく,129676
日商,にっしょう,129678
執著,しゅうちゃく,129690
王師,おうし,129693
類話,るいわ,129709
筋腫,きんしゅ,129710
東学,とうがく,129717
巷談,こうだん,129720
露里,ろり,129732
蜉蝣,かげろう,129734
幽雅,ゆうが,129737
頁岩,けつがん,129742
破鏡,はきょう,129744
曲節,きょくせつ,129745
桐畑,きりばたけ,129755
一直,いっちょく,129765
創発,そうはつ,129767
夜嵐,よあらし,129769
子方,こかた,129770
最東,さいとう,129772
桑畠,くわばたけ,129774
茶袋,ちゃぶくろ,129779
盗犯,とうはん,129782
残土,ざんど,129784
黄衣,おうえ,129787
御袋,おふくろ,129788
鼓楼,ころう,129802
床机,しょうぎ,129813
付木,つけぎ,129814
冠羽,かんう,129815
活物,かつぶつ,129822
老死,ろうし,129823
讚美,さんび,129825
強震,きょうしん,129832
幣束,へいそく,129834
三卿,さんきょう,129842
三弦,さんげん,129844
和上,かしょう,129849
家譜,かふ,129863
奴国,なのくに,129869
馬簾,ばれん,129876
都区,とく,129880
忠順,ちゅうじゅん,129881
船台,せんだい,129884
友交,ゆうこう,129886
陣法,じんぽう,129889
渓間,けいかん,129893
引幕,ひきまく,129895
魚網,ぎょもう,129905
膵炎,すいえん,129910
勝義,しょうぎ,129919
鉛白,えんぱく,129920
航程,こうてい,129922
禅林,ぜんりん,129933
川蝉,かわせみ,129941
谿間,けいかん,129947
陸尺,ろくしゃく,129965
斃死,へいし,129971
廃藩,はいはん,129972
経師,きょうじ,129973
償金,しょうきん,129981
赤肌,あかはだ,129982
有産,ゆうさん,130009
昼勤,ひるきん,130010
正風,しょうふう,130014
皇籍,こうせき,130015
斜塔,しゃとう,130018
可也,かなり,130025
大二,だいに,130028
竹束,たけたば,130044
前装,ぜんそう,130045
吹鳴,すいめい,130046
魔乳,まにゅう,130050
馬橇,ばそり,130054
其事,そのこと,130057
本震,ほんしん,130062
全英,ぜんえい,130068
廃娼,はいしょう,130084
旭光,きょっこう,130087
正系,せいけい,130104
局在,きょくざい,130106
浪曼,ろうまん,130111
舟歌,ふなうた,130118
蟹股,がにまた,130128
焼打,やきうち,130133
后妃,こうひ,130136
豆苗,とうみょう,130137
伝単,でんたん,130154
旋条,せんじょう,130156
雁木,がんぎ,130161
黒米,くろごめ,130164
禁圧,きんあつ,130166
陸稲,おかぼ,130167
骨灰,こっかい,130168
英独,えいどく,130182
慶福,けいふく,130184
動顚,どうてん,130186
法号,ほうごう,130188
縦帆,じゅうはん,130191
鬼魅,きび,130192
三鈷,さんこ,130194
業苦,ごうく,130209
九輪,くりん,130215
風窓,かざまど,130219
毒化,どっか,130228
庶人,しょじん,130232
陪食,ばいしょく,130240
前壁,ぜんぺき,130242
列侯,れっこう,130247
骨化,こっか,130254
擱坐,かくざ,130266
後壁,こうへき,130269
頬白,ほおじろ,130273
陣風,じんぷう,130276
式目,しきもく,130282
蔵米,くらまい,130285
胸腺,きょうせん,130316
次項,じこう,130318
壺中,こちゅう,130320
願掛,がんかけ,130329
和裁,わさい,130341
疳癪,かんしゃく,130344
牢死,ろうし,130347
螻蛄,けら,130352
俳号,はいごう,130355
原簿,げんぼ,130357
半被,はっぴ,130370
元中,げんちゅう,130374
遍照,へんじょう,130377
進塁,しんるい,130382
青線,あおせん,130383
干犯,かんぱん,130395
家法,かほう,130400
美辞,びじ,130404
丸棒,まるぼう,130407
銘木,めいぼく,130409
飛球,ひきゅう,130416
開削,かいさく,130423
鋼管,こうかん,130430
聖寵,せいちょう,130434
八家,はっけ,130436
米側,べいがわ,130445
精粋,せいすい,130446
仏人,ふつじん,130448
孟宗,もうそう,130449
止観,しかん,130450
甚句,じんく,130453
鐘撞,かねつき,130474
哀号,あいごう,130487
士魂,しこん,130497
腰筋,ようきん,130500
詩境,しきょう,130505
鋩子,ぼうし,130513
福運,ふくうん,130514
祝事,いわいごと,130516
余話,よわ,130521
葦簀,よしず,130526
山袴,やまばかま,130527
饑餓,きが,130528
槓桿,こうかん,130538
表芸,おもてげい,130559
類聚,るいじゅ,130562
猪鍋,ししなべ,130566
買付,かいつけ,130579
勅任,ちょくにん,130583
不犯,ふぼん,130585
精虫,せいちゅう,130588
俳味,はいみ,130590
蘭方,らんぽう,130595
丁年,ていねん,130600
仏果,ぶっか,130608
巨鯨,きょげい,130625
巡拝,じゅんぱい,130626
公知,こうち,130627
風洞,ふうどう,130628
眼裏,まなうら,130648
満水,まんすい,130652
減益,げんえき,130672
陸離,りくり,130675
骨壷,こつつぼ,130681
支弁,しべん,130682
辻君,つじぎみ,130691
曳船,えいせん,130692
試論,しろん,130693
立大,りつだい,130703
復誦,ふくしょう,130708
騒霊,そうれい,130709
乳汁,にゅうじゅう,130716
厚恩,こうおん,130719
宣撫,せんぶ,130727
諸政,しょせい,130728
悪書,あくしょ,130737
歌妓,かぎ,130759
小禄,しょうろく,130774
笹竹,ささたけ,130775
一宗,いっしゅう,130780
強弩,きょうど,130784
帆影,ほかげ,130786
帰農,きのう,130799
牛皮,ぎゅうかわ,130800
泥海,どろうみ,130803
譫語,せんご,130809
徳育,とくいく,130810
商科,しょうか,130816
製版,せいはん,130818
元朝,がんちょう,130824
謄写,とうしゃ,130833
金彩,きんだみ,130834
自涜,じとく,130835
縹色,はなだいろ,130854
劇壇,げきだん,130858
犯歴,はんれき,130861
赤革,あかがわ,130862
易学,えきがく,130882
標章,ひょうしょう,130887
蟇蛙,ひきがえる,130900
都県,とけん,130906
裏窓,うらまど,130909
灌水,かんすい,130913
愛嬢,あいじょう,130914
両県,りょうけん,130915
抗力,こうりょく,130916
出玉,でだま,130917
双極,そうきょく,130922
跪坐,きざ,130928
詐偽,さぎ,130931
刑具,けいぐ,130934
円頂,えんちょう,130939
割竹,わりだけ,130943
中農,ちゅうのう,130953
適者,てきしゃ,130957
東漸,とうぜん,130960
立冬,りっとう,130962
硫化,りゅうか,130967
美服,びふく,130969
諸行,しょぎょう,130973
質物,しちもつ,130975
荒城,こうじょう,130976
御体,おんからだ,130980
悪貨,あっか,130981
気層,きそう,130982
併願,へいがん,130987
姻族,いんぞく,130998
治乱,ちらん,130999
究理,きゅうり,131000
堰堤,えんてい,131004
詩心,ししん,131012
違棚,ちがいだな,131018
修好,しゅうこう,131019
牝猫,めすねこ,131021
猿猴,えんこう,131024
門標,もんぴょう,131036
唐紅,からくれない,131044
叙位,じょい,131046
凛烈,りんれつ,131053
乱倫,らんりん,131055
門流,もんりゅう,131057
脊骨,せぼね,131061
戛然,かつぜん,131063
一系,いっけい,131067
雇主,やといぬし,131069
四書,ししょ,131077
酒毒,しゅどく,131082
層楼,そうろう,131097
月内,げつない,131098
同流,どうりゅう,131109
衰滅,すいめつ,131110
鳥鍋,とりなべ,131132
万来,ばんらい,131134
送受,そうじゅ,131136
枳殻,からたち,131137
俗臭,ぞくしゅう,131141
誤嚥,ごえん,131144
年令,ねんれい,131154
仕着,しきせ,131157
宵宮,よみや,131159
撩乱,りょうらん,131162
慶大,けいだい,131167
性状,せいじょう,131178
授精,じゅせい,131190
点睛,てんせい,131194
洋髪,ようはつ,131195
気韻,きいん,131196
渦紋,かもん,131203
軍談,ぐんだん,131210
男癖,おとこぐせ,131219
詰腹,つめばら,131233
盃事,さかずきごと,131237
街衢,がいく,131238
大愚,たいぐ,131246
離床,りしょう,131256
令兄,れいけい,131260
柿渋,かきしぶ,131262
端厳,たんげん,131264
草屋,そうおく,131265
間夫,まぶ,131267
火先,ひさき,131272
負目,おいめ,131274
大葬,たいそう,131275
桜樹,おうじゅ,131276
粗利,あらり,131279
笑気,しょうき,131282
帯地,おびじ,131290
擬勢,ぎせい,131295
愛執,あいしゅう,131318
通観,つうかん,131319
戦歿,せんぼつ,131323
票差,ひょうさ,131324
鼓手,こしゅ,131325
改姓,かいせい,131333
欠食,けっしょく,131334
虚血,きょけつ,131335
権衡,けんこう,131337
母指,ぼし,131338
鳥皮,とりかわ,131341
弁才,べんさい,131346
夭逝,ようせい,131349
腎虚,じんきょ,131350
音譜,おんぷ,131360
破船,はせん,131361
開梱,かいこん,131362
跡継,あとつぎ,131368
卑賎,ひせん,131380
犬顔,いぬがお,131382
駅中,えきなか,131383
標柱,ひょうちゅう,131384
送出,そうしゅつ,131386
共立,きょうりつ,131388
座礼,ざれい,131395
華燭,かしょく,131404
木通,あけび,131406
慨歎,がいたん,131407
険峻,けんしゅん,131410
当歳,とうさい,131428
艶事,つやごと,131442
幽遠,ゆうえん,131443
人山,ひとやま,131454
泉石,せんせき,131456
万更,まんざら,131465
仏領,ふつりょう,131471
未聞,みもん,131472
掉尾,ちょうび,131474
恭謙,きょうけん,131475
隣地,りんち,131478
急送,きゅうそう,131479
口紐,くちひも,131481
徐脈,じょみゃく,131491
端近,はしぢか,131492
政客,せいかく,131500
遊猟,ゆうりょう,131507
意慾,いよく,131509
違算,いさん,131530
前軍,ぜんぐん,131534
水茎,みずぐき,131537
籠居,ろうきょ,131545
課役,かえき,131546
内用,ないよう,131549
遺著,いちょ,131554
欲心,よくしん,131568
船形,ふながた,131579
壮美,そうび,131583
衆口,しゅうこう,131589
立命,りつめい,131594
疑点,ぎてん,131597
肋間,ろっかん,131604
泥絵,どろえ,131606
類縁,るいえん,131611
同町,どうちょう,131614
節理,せつり,131616
游泳,ゆうえい,131628
祖述,そじゅつ,131629
盲進,もうしん,131633
卵割,らんかつ,131636
傘屋,かさや,131659
確報,かくほう,131664
同軸,どうじく,131665
通弊,つうへい,131669
入構,にゅうこう,131671
妙趣,みょうしゅ,131674
尺地,せきち,131676
半靴,はんぐつ,131679
稗史,はいし,131686
抛擲,ほうてき,131688
角店,かどみせ,131690
余徳,よとく,131691
粗漏,そろう,131707
版下,はんした,131727
迂愚,うぐ,131733
蕪雑,ぶざつ,131742
内争,ないそう,131746
領収,りょうしゅう,131749
淳朴,じゅんぼく,131750
内蓋,うちぶた,131753
壮語,そうご,131756
上智,じょうち,131767
佳麗,かれい,131778
副木,ふくぼく,131779
要用,ようよう,131786
封切,ふうきり,131799
非命,ひめい,131803
雅趣,がしゅ,131804
淡黄,たんこう,131820
低度,ていど,131825
霍乱,かくらん,131826
多行,たぎょう,131828
樹影,じゅえい,131829
幽暗,ゆうあん,131831
船脚,ふなあし,131834
裏白,うらじろ,131847
冷雨,れいう,131856
歌碑,かひ,131858
扶翼,ふよく,131860
勤倹,きんけん,131864
頓知,とんち,131866
前帝,ぜんてい,131872
御光,ごこう,131878
対中,たいちゅう,131888
論陣,ろんじん,131899
予察,よさつ,131904
秋日,しゅうじつ,131912
雄図,ゆうと,131919
焼豚,やきぶた,131933
姿煮,すがたに,131934
水遁,すいとん,131942
渡英,とえい,131952
和書,わしょ,131960
箸箱,はしばこ,131966
活殺,かっさつ,131987
夥多,かた,131994
添寝,そいね,131997
事体,じたい,132000
商量,しょうりょう,132003
聴許,ちょうきょ,132006
灌頂,かんじょう,132008
好晴,こうせい,132021
乾盃,かんぱい,132029
立錐,りっすい,132030
満地,まんち,132032
東男,あずまおとこ,132040
孝道,こうどう,132051
詰責,きっせき,132054
群棲,ぐんせい,132056
異義,いぎ,132059
病患,びょうかん,132067
人煙,じんえん,132078
直販,ちょくはん,132079
厳秘,げんぴ,132085
紙背,しはい,132090
招宴,しょうえん,132108
冬着,ふゆぎ,132111
返本,へんぽん,132114
害心,がいしん,132116
毛孔,けあな,132120
小車,こぐるま,132122
衰運,すいうん,132124
機軸,きじく,132125
弔電,ちょうでん,132127
逸事,いつじ,132138
雌鹿,めじか,132149
邦語,ほうご,132159
奇警,きけい,132174
仁侠,にんきょう,132183
濫発,らんぱつ,132189
機序,きじょ,132192
薬酒,やくしゅ,132193
渡仏,とふつ,132204
共布,ともぎれ,132211
痛心,つうしん,132215
病弊,びょうへい,132228
欲念,よくねん,132244
喃語,なんご,132256
油然,ゆうぜん,132257
火熱,かねつ,132263
減塩,げんえん,132267
委曲,いきょく,132287
宝器,ほうき,132316
依嘱,いしょく,132320
朝雲,あさぐも,132321
量販,りょうはん,132351
泡吹,あわぶき,132352
肩当,かたあて,132367
甥姪,おいめい,132379
先考,せんこう,132381
音吐,おんと,132389
種本,たねほん,132398
耳底,じてい,132401
雪肌,ゆきはだ,132402
論判,ろんぱん,132406
直交,ちょっこう,132408
濫觴,らんしょう,132411
靭性,じんせい,132418
窮策,きゅうさく,132450
法網,ほうもう,132453
金鉄,きんてつ,132459
政論,せいろん,132464
社命,しゃめい,132474
操行,そうこう,132480
芳名,ほうめい,132481
飢死,うえじに,132492
芳紀,ほうき,132494
分店,ぶんてん,132495
加湿,かしつ,132504
一別,いちべつ,132522
文目,あやめ,132526
傍人,ぼうじん,132527
御時,おおんとき,132534
農工,のうこう,132548
雑書,ざっしょ,132554
累卵,るいらん,132556
機鋒,きほう,132565
面的,めんてき,132572
舌頭,ぜっとう,132575
善後,ぜんご,132584
旧年,きゅうねん,132591
隆昌,りゅうしょう,132600
徒食,としょく,132605
俚諺,りげん,132628
無芸,むげい,132630
実射,じっしゃ,132631
空文,くうぶん,132652
坪数,つぼすう,132670
若緑,わかみどり,132713
甘皮,あまかわ,132775
寒心,かんしん,132797
有生,うしょう,132869
石子,いしこ,132871
印房,いんぼう,132921
硝化,しょうか,132927
花美,かび,132960
嘉保,かほう,132997
麗日,れいじつ,133050
殭屍,キョンシー,133054
冬官,とうかん,133076
蒼翠,そうすい,133206
五眼,ごげん,133220
四馬,しば,133225
狗肉,くにく,133230
天刑,てんけい,133235
堅剛,けんごう,133244
黒楓,くろかえで,133253
紅塵,こうじん,133318
民譚,みんだん,133336
借方,かりかた,133339
自工,じこう,133359
引馬,ひきうま,133369
駆体,くたい,133394
蚕室,さんしつ,133404
牙竜,がりゅう,133413
入玉,にゅうぎょく,133441
乾果,かんか,133457
学監,がっかん,133460
海蝕,かいしょく,133479
神成,しんせい,133497
貸方,かしかた,133508
緬羊,めんよう,133513
親家,おやチャ,133533
講会,こうかい,133538
過越,すぎこし,133541
申楽,さるがく,133549
仏英,ふつえい,133553
風災,ふうさい,133555
台船,だいせん,133563
麦田,むぎた,133571
吏道,りどう,133576
茶花,ちゃばな,133599
幻日,げんじつ,133602
寒熱,かんねつ,133606
宸翰,しんかん,133635
国華,こっか,133637
星石,ほしいし,133670
書箱,しょそう,133673
猟具,りょうぐ,133676
黄組,きいぐみ,133679
仙郷,せんきょう,133681
艇体,ていたい,133682
刀尖,とうせん,133684
中忍,ちゅうにん,133701
織元,おりもと,133724
劇界,げきかい,133739
竜笛,りゅうてき,133761
諷誦,ふうじゅ,133765
行頭,ぎょうとう,133770
英作,えいさく,133797
陸将,りくしょう,133802
欝金,うこん,133806
令室,れいしつ,133810
陸曹,りくそう,133811
受苦,じゅく,133816
空腸,くうちょう,133839
招魂,しょうこん,133852
春雪,しゅんせつ,133859
竹薮,たけやぶ,133867
採炭,さいたん,133897
霊柩,れいきゅう,133910
夷人,いじん,133913
位官,いかん,133914
白鼠,しろねずみ,133915
菌床,きんしょう,133932
賀詞,がし,133935
隠亡,おんぼう,133941
県都,けんと,133942
水氷,みずごおり,133953
加判,かはん,133962
永観,えいかん,133964
浮石,うきいし,133982
古義,こぎ,133983
添乗,てんじょう,133999
売電,ばいでん,134013
新馬,しんば,134018
言表,げんぴょう,134026
血石,けっせき,134031
教範,きょうはん,134041
蕃神,ばんしん,134043
強電,きょうでん,134049
歌論,かろん,134059
軍卒,ぐんそつ,134066
尖角,せんかく,134081
白沢,はくたく,134091
軀体,くたい,134092
地目,ちもく,134097
作興,さっこう,134103
薄塩,うすじお,134105
農書,のうしょ,134108
小丸,こまる,134118
間切,まぎり,134128
海牛,うみうし,134135
礼楽,れいがく,134136
喰物,くいもの,134143
道糸,みちいと,134149
谷筋,たにすじ,134156
長板,ながいた,134164
税吏,ぜいり,134184
地核,ちかく,134186
印画,いんが,134195
樹洞,じゅどう,134197
救貧,きゅうひん,134204
火取,ひとり,134205
支藩,しはん,134211
天后,てんこう,134217
有髪,うはつ,134221
入渠,にゅうきょ,134223
民団,みんだん,134229
塩類,えんるい,134231
町奴,まちやっこ,134234
密儀,みつぎ,134235
玉髄,ぎょくずい,134241
女真,じょしん,134248
井守,いもり,134249
夏衣,なつごろも,134258
岩茸,いわたけ,134259
離断,りだん,134275
双紙,そうし,134280
木道,もくどう,134281
吏務,りむ,134297
天仙,てんせん,134299
減耗,げんもう,134302
神紋,しんもん,134303
作庭,さくてい,134307
雨竜,あまりょう,134312
党人,とうじん,134315
市日,いちび,134316
副審,ふくしん,134323
光炎,こうえん,134339
曹達,そうだ,134340
塩湯,しおゆ,134344
注油,ちゅうゆ,134347
旗袍,チーパオ,134360
肝油,かんゆ,134366
尿酸,にょうさん,134368
閉扉,へいひ,134376
織工,しょっこう,134377
午后,ごご,134387
小祠,しょうし,134389
干城,かんじょう,134392
教母,きょうぼ,134397
濠洲,ごうしゅう,134398
監護,かんご,134419
再校,さいこう,134420
洋犬,ようけん,134429
週報,しゅうほう,134434
恋活,こいかつ,134439
狸汁,たぬきじる,134443
氷期,ひょうき,134459
砒石,ひせき,134476
長石,ちょうせき,134482
宮守,みやもり,134483
吉備,きび,134490
畸型,きけい,134499
揚水,ようすい,134500
集住,しゅうじゅう,134505
毒棘,どくきょく,134508
門鑑,もんかん,134510
海猫,うみねこ,134512
糠袋,ぬかぶくろ,134523
張出,はりだし,134530
弘和,こうわ,134532
北満,ほくまん,134535
絨毛,じゅうもう,134539
文型,ぶんけい,134545
岩屑,がんせつ,134550
見番,けんばん,134553
湯元,ゆもと,134560
切戸,きれっと,134570
洋剣,ようけん,134572
藍鼠,あいねずみ,134590
投信,とうしん,134596
姿容,しよう,134615
曲尺,かねじゃく,134626
卸商,おろししょう,134628
上木,じょうぼく,134639
銭袋,ぜにぶくろ,134640
車力,しゃりき,134641
甘夏,あまなつ,134646
句法,くほう,134650
視程,してい,134656
雪踏,せった,134659
投弾,とうだん,134662
東壁,とうへき,134663
舷門,げんもん,134668
笈摺,おいずり,134670
入唐,にっとう,134674
飯台,はんだい,134678
人定,じんてい,134681
禿鷲,はげわし,134686
米突,メートル,134687
愛孫,あいそん,134688
秋期,しゅうき,134689
砲架,ほうか,134696
醇化,じゅんか,134698
経糸,たていと,134699
配食,はいしょく,134702
久安,きゅうあん,134703
杉垣,すぎがき,134712
帳台,ちょうだい,134717
書誌,しょし,134718
羽前,うぜん,134721
和学,わがく,134722
仲卸,なかおろし,134744
勅旨,ちょくし,134747
自知,じち,134748
垂髪,すべらかし,134750
険相,けんそう,134762
大詔,たいしょう,134764
射術,しゃじゅつ,134768
竹炭,たけすみ,134771
真菌,しんきん,134773
無有,むう,134775
銃架,じゅうか,134787
蚕棚,かいこだな,134789
尨犬,むくいぬ,134796
退居,たいきょ,134798
上葉,じょうよう,134807
魑魅,ちみ,134814
熔接,ようせつ,134819
秘仏,ひぶつ,134831
手鉤,てかぎ,134833
銃猟,じゅうりょう,134835
小農,しょうのう,134841
老功,ろうこう,134842
餌袋,えぶくろ,134861
蜷局,とぐろ,134867
駭然,がいぜん,134874
曲物,まげもの,134882
献辞,けんじ,134885
体腔,たいこう,134891
購求,こうきゅう,134893
荘司,しょうじ,134897
恒産,こうさん,134904
月氏,げっし,134918
産額,さんがく,134919
貸席,かしせき,134920
院議,いんぎ,134928
治山,ちさん,134930
措定,そてい,134932
頻回,ひんかい,134940
帝展,ていてん,134941
日録,にちろく,134943
維納,ウィーン,134947
上酒,じょうしゅ,134949
焔硝,えんしょう,134959
探針,たんしん,134961
総譜,そうふ,134965
奉迎,ほうげい,134974
油単,ゆたん,134978
頚骨,けいこつ,134980
胸章,きょうしょう,134981
玉章,ぎょくしょう,134988
旅心,たびごころ,134994
神勅,しんちょく,134997
吐物,とぶつ,135000
俗吏,ぞくり,135012
単簡,たんかん,135024
復讎,ふくしゅう,135029
乱丁,らんちょう,135033
論集,ろんしゅう,135035
蕁麻,いらくさ,135039
電鍵,でんけん,135041
寄航,きこう,135045
格率,かくりつ,135048
明烏,あけがらす,135052
劫罰,ごうばつ,135061
重質,じゅうしつ,135065
御廟,ごびょう,135066
数表,すうひょう,135078
布哇,ハワイ,135079
採石,さいせき,135081
害者,がいしゃ,135086
虚業,きょぎょう,135089
極熱,ごくねつ,135092
魔所,ましょ,135094
古楽,こがく,135096
都邑,とゆう,135099
