text,reading,rank
招集,しょうしゅう,13914
剣道,けんどう,13918
不動,ふどう,13924
根底,こんてい,13926
蜂蜜,はちみつ,13929
選抜,せんばつ,13931
惨劇,さんげき,13932
増援,ぞうえん,13933
尊厳,そんげん,13938
丁目,ちょうめ,13940
資材,しざい,13942
乱雑,らんざつ,13944
物色,ぶっしょく,13946
放心,ほうしん,13948
東洋,とうよう,13949
補強,ほきょう,13951
議題,ぎだい,13954
魂胆,こんたん,13957
全軍,ぜんぐん,13958
相殺,そうさい,13959
劣化,れっか,13966
天上,てんじょう,14002
濃度,のうど,14003
声援,せいえん,14004
人望,じんぼう,14005
所望,しょもう,14006
注射,ちゅうしゃ,14007
方式,ほうしき,14008
就寝,しゅうしん,14010
地理,ちり,14013
新米,しんまい,14014
虹色,にじいろ,14015
二手,ふたて,14017
全域,ぜんいき,14019
管轄,かんかつ,14021
正装,せいそう,14023
左肩,ひだりかた,14035
調教,ちょうきょう,14039
悶絶,もんぜつ,14041
一身,いっしん,14042
残党,ざんとう,14044
新手,あらて,14047
新婚,しんこん,14049
教団,きょうだん,14050
裁縫,さいほう,14052
聖地,せいち,14059
義姉,ぎし,14060
既存,きそん,14066
鷹揚,おうよう,14067
全面,ぜんめん,14068
同棲,どうせい,14070
推奨,すいしょう,14072
千葉,ちば,14074
満載,まんさい,14076
余波,よは,14077
暗記,あんき,14079
忽然,こつぜん,14081
多額,たがく,14084
石段,いしだん,14103
返済,へんさい,14104
近代,きんだい,14110
書籍,しょせき,14112
苗字,みょうじ,14115
肋骨,あばらぼね,14116
天幕,てんまく,14119
戦死,せんし,14121
戦果,せんか,14123
将棋,しょうぎ,14125
首肯,しゅこう,14127
昇格,しょうかく,14133
略奪,りゃくだつ,14134
退却,たいきゃく,14135
最速,さいそく,14137
単身,たんしん,14138
生還,せいかん,14139
重心,じゅうしん,14140
加担,かたん,14141
欲情,よくじょう,14143
示唆,しさ,14145
真偽,しんぎ,14149
連動,れんどう,14150
気品,きひん,14154
不敬,ふけい,14157
画策,かくさく,14159
絶滅,ぜつめつ,14162
顕著,けんちょ,14169
変質,へんしつ,14171
顧客,こきゃく,14173
仰天,ぎょうてん,14175
一途,いちず,14180
六本,ろっぽん,14205
不平,ふへい,14208
共存,きょうぞん,14209
結束,けっそく,14213
奔走,ほんそう,14218
通訳,つうやく,14219
師団,しだん,14222
固執,こしつ,14225
幽閉,ゆうへい,14228
端正,たんせい,14230
接待,せったい,14240
少量,しょうりょう,14241
覆面,ふくめん,14242
銀座,ぎんざ,14246
野獣,やじゅう,14248
浴槽,よくそう,14250
手製,てせい,14253
単体,たんたい,14255
呼称,こしょう,14257
流星,りゅうせい,14261
賞金,しょうきん,14264
統率,とうそつ,14268
本隊,ほんたい,14269
全長,ぜんちょう,14271
反感,はんかん,14272
弓矢,ゆみや,14273
初夏,しょか,14276
鳥居,とりい,14277
如何,いかが,14279
相互,そうご,14305
服従,ふくじゅう,14306
長剣,ちょうけん,14307
消毒,しょうどく,14308
合唱,がっしょう,14309
録画,ろくが,14310
体現,たいげん,14314
傍目,はため,14316
活力,かつりょく,14317
陸上,りくじょう,14334
定期,ていき,14336
人魚,にんぎょ,14337
自滅,じめつ,14339
愛着,あいちゃく,14342
統括,とうかつ,14343
教員,きょういん,14348
城下,じょうか,14349
上段,じょうだん,14351
首尾,しゅび,14352
自制,じせい,14353
演習,えんしゅう,14354
傀儡,かいらい,14358
即席,そくせき,14359
土曜,どよう,14360
誤算,ごさん,14361
倫理,りんり,14362
団員,だんいん,14366
木立,こだち,14370
詰問,きつもん,14405
連射,れんしゃ,14406
断念,だんねん,14408
気概,きがい,14411
受賞,じゅしょう,14413
並行,へいこう,14416
埋葬,まいそう,14420
浪人,ろうにん,14423
暴発,ぼうはつ,14425
好奇,こうき,14428
血縁,けつえん,14431
校則,こうそく,14433
戸棚,とだな,14434
昨今,さっこん,14437
特集,とくしゅう,14439
大尉,たいい,14440
遠足,えんそく,14441
索敵,さくてき,14442
思念,しねん,14445
爽快,そうかい,14453
何歳,なんさい,14458
素肌,すはだ,14460
娼婦,しょうふ,14463
私立,しりつ,14467
重症,じゅうしょう,14468
一貫,いっかん,14469
本職,ほんしょく,14471
遺書,いしょ,14474
口上,こうじょう,14475
本望,ほんもう,14503
魔界,まかい,14504
脱落,だつらく,14505
合致,がっち,14509
分担,ぶんたん,14510
仲裁,ちゅうさい,14512
譲渡,じょうと,14514
最短,さいたん,14515
岩場,いわば,14516
備品,びひん,14518
小山,こやま,14522
骨格,こっかく,14523
馬上,ばじょう,14529
肉塊,にくかい,14539
基盤,きばん,14543
安否,あんぴ,14544
歩調,ほちょう,14549
特大,とくだい,14550
大空,おおぞら,14552
末期,まっき,14555
虚無,きょむ,14556
死闘,しとう,14560
断片,だんぺん,14566
摩擦,まさつ,14568
残虐,ざんぎゃく,14569
打開,だかい,14572
左目,ひだりめ,14573
隕石,いんせき,14576
一味,ひとあじ,14577
模倣,もほう,14601
上野,こうずけ,14603
傾斜,けいしゃ,14608
上質,じょうしつ,14609
衛星,えいせい,14613
規律,きりつ,14614
幼稚,ようち,14616
目頭,めがしら,14618
非道,ひどう,14619
流儀,りゅうぎ,14620
末裔,まつえい,14623
児童,じどう,14629
国語,こくご,14630
高等,こうとう,14633
熱量,ねつりょう,14634
幻滅,げんめつ,14636
異例,いれい,14637
飼育,しいく,14638
冤罪,えんざい,14641
数万,すうまん,14642
増殖,ぞうしょく,14644
我儘,わがまま,14647
理念,りねん,14649
憔悴,しょうすい,14654
下位,かい,14658
桜色,さくらいろ,14661
不遜,ふそん,14662
同族,どうぞく,14664
原作,げんさく,14665
無為,むい,14666
鬼畜,きちく,14668
採掘,さいくつ,14669
挫折,ざせつ,14670
震動,しんどう,14671
対岸,たいがん,14674
敗者,はいしゃ,14677
処遇,しょぐう,14706
熟睡,じゅくすい,14714
忠義,ちゅうぎ,14715
切迫,せっぱく,14718
司令,しれい,14719
任意,にんい,14720
狂人,きょうじん,14722
収拾,しゅうしゅう,14726
経費,けいひ,14727
異名,いみょう,14728
津波,つなみ,14729
迫害,はくがい,14730
書状,しょじょう,14733
道化,どうけ,14736
勲章,くんしょう,14737
店先,みせさき,14740
崩落,ほうらく,14741
豪勢,ごうせい,14742
祖先,そせん,14744
火山,かざん,14747
連載,れんさい,14751
戦艦,せんかん,14752
鎖骨,さこつ,14753
両端,りょうたん,14754
将校,しょうこう,14757
海辺,うみべ,14758
螺旋,らせん,14759
水準,すいじゅん,14761
雄弁,ゆうべん,14763
投影,とうえい,14766
所謂,いわゆる,14767
科目,かもく,14770
例年,れいねん,14776
貧血,ひんけつ,14805
歳月,さいげつ,14806
代弁,だいべん,14815
禁断,きんだん,14816
六日,むいか,14822
代官,だいかん,14824
無害,むがい,14826
異端,いたん,14829
一抹,いちまつ,14830
晩飯,ばんめし,14831
脱線,だっせん,14832
両断,りょうだん,14833
強靭,きょうじん,14834
寸法,すんぽう,14837
余力,よりょく,14838
施錠,せじょう,14842
愛称,あいしょう,14845
背骨,せぼね,14846
両立,りょうりつ,14850
大雨,おおあめ,14851
顛末,てんまつ,14853
点在,てんざい,14855
黒色,くろいろ,14858
持続,じぞく,14864
王道,おうどう,14865
錯乱,さくらん,14874
精悍,せいかん,14875
古風,こふう,14876
骸骨,がいこつ,14877
仮想,かそう,14901
本陣,ほんじん,14902
擁護,ようご,14904
主観,しゅかん,14906
窒息,ちっそく,14908
戸籍,こせき,14914
非力,ひりき,14915
部族,ぶぞく,14917
威勢,いせい,14925
薬指,くすりゆび,14928
移植,いしょく,14930
閲覧,えつらん,14931
風格,ふうかく,14934
復旧,ふっきゅう,14936
五本,ごほん,14937
片側,かたがわ,14938
彫像,ちょうぞう,14939
天蓋,てんがい,14944
邪神,じゃしん,14947
孫娘,まごむすめ,14953
飛沫,ひまつ,14954
躍起,やっき,14958
口外,こうがい,14959
連呼,れんこ,14960
怪談,かいだん,14961
俊敏,しゅんびん,14964
真冬,まふゆ,14965
酸味,さんみ,14967
駆除,くじょ,14974
配備,はいび,14977
講堂,こうどう,15006
啞然,あぜん,15016
木刀,ぼくとう,15021
誤差,ごさ,15023
電灯,でんとう,15025
誇示,こじ,15028
過言,かごん,15030
日和,ひより,15032
奇異,きい,15033
重宝,ちょうほう,15036
遺族,いぞく,15039
選別,せんべつ,15041
荘厳,そうごん,15045
精巧,せいこう,15047
余所,よそ,15049
切符,きっぷ,15051
上限,じょうげん,15053
王者,おうじゃ,15054
復元,ふくげん,15055
硬質,こうしつ,15058
腹筋,ふっきん,15061
湿気,しっけ,15069
得点,とくてん,15072
転職,てんしょく,15075
騎兵,きへい,15077
工程,こうてい,15081
座標,ざひょう,15102
暴言,ぼうげん,15106
劣勢,れっせい,15110
先決,せんけつ,15111
温厚,おんこう,15112
短刀,たんとう,15115
強奪,ごうだつ,15123
通行,つうこう,15125
平野,へいや,15126
伯父,おじ,15130
鎮圧,ちんあつ,15136
欠落,けつらく,15142
少佐,しょうさ,15143
陰鬱,いんうつ,15149
雨音,あまおと,15151
昇進,しょうしん,15155
懇意,こんい,15156
突出,とっしゅつ,15160
闇雲,やみくも,15162
社内,しゃない,15169
交通,こうつう,15173
天秤,てんびん,15176
高値,たかね,15180
屈服,くっぷく,15184
人脈,じんみゃく,15185
斥候,せっこう,15210
嘔吐,おうと,15212
金魚,きんぎょ,15214
注入,ちゅうにゅう,15216
商談,しょうだん,15219
忌避,きひ,15220
遠出,とおで,15222
出自,しゅつじ,15223
逸脱,いつだつ,15226
小国,しょうこく,15227
直球,ちょっきゅう,15228
勉学,べんがく,15229
従事,じゅうじ,15234
戦友,せんゆう,15235
雑多,ざった,15237
補習,ほしゅう,15247
打算,ださん,15256
野営,やえい,15257
黒猫,くろねこ,15261
茶葉,ちゃば,15269
迷信,めいしん,15270
怨念,おんねん,15272
大名,だいみょう,15273
失念,しつねん,15275
無惨,むざん,15279
夜景,やけい,15282
考案,こうあん,15284
情緒,じょうちょ,15285
不躾,ぶしつけ,15287
遭難,そうなん,15305
土日,どにち,15307
一派,いっぱ,15309
屈託,くったく,15311
痴漢,ちかん,15315
後続,こうぞく,15319
逆流,ぎゃくりゅう,15321
終結,しゅうけつ,15322
翌年,よくねん,15324
敵兵,てきへい,15325
名家,めいか,15329
遺憾,いかん,15338
充電,じゅうでん,15340
冷笑,れいしょう,15342
家来,けらい,15344
太腿,ふともも,15350
熟知,じゅくち,15354
出没,しゅつぼつ,15355
喧噪,けんそう,15360
一羽,いちわ,15361
苦心,くしん,15366
開戦,かいせん,15368
国土,こくど,15369
公認,こうにん,15370
復習,ふくしゅう,15373
走行,そうこう,15374
推進,すいしん,15375
起伏,きふく,15377
全校,ぜんこう,15380
脈動,みゃくどう,15405
東部,とうぶ,15410
爆笑,ばくしょう,15411
裸体,らたい,15413
発症,はっしょう,15416
無音,むおん,15419
数度,すうど,15420
構想,こうそう,15424
要約,ようやく,15426
四分,しぶん,15427
棍棒,こんぼう,15436
火球,かきゅう,15438
両脚,りょうきゃく,15444
此度,このたび,15446
巨漢,きょかん,15447
除外,じょがい,15448
無名,むめい,15449
擬態,ぎたい,15450
守備,しゅび,15452
配布,はいふ,15454
打診,だしん,15455
疾風,しっぷう,15458
末端,まったん,15459
貧相,ひんそう,15460
栄誉,えいよ,15461
終盤,しゅうばん,15464
超人,ちょうじん,15466
標準,ひょうじゅん,15470
収録,しゅうろく,15472
日陰,ひかげ,15474
肉片,にくへん,15475
完結,かんけつ,15479
繁盛,はんじょう,15481
至福,しふく,15483
陽炎,かげろう,15502
露見,ろけん,15503
悪用,あくよう,15505
手筈,てはず,15507
鼻腔,びこう,15508
性根,しょうこん,15512
在籍,ざいせき,15514
一寸,ちょっと,15515
日時,にちじ,15517
搬送,はんそう,15524
邪険,じゃけん,15530
下唇,したくちびる,15532
冷凍,れいとう,15533
再建,さいけん,15542
山賊,さんぞく,15545
傍観,ぼうかん,15552
苦渋,くじゅう,15553
便所,べんじょ,15554
射殺,しゃさつ,15557
即位,そくい,15559
大蛇,だいじゃ,15560
山頂,さんちょう,15563
直行,ちょっこう,15565
雑踏,ざっとう,15566
忘却,ぼうきゃく,15572
実況,じっきょう,15574
差異,さい,15579
人情,にんじょう,15603
力説,りきせつ,15605
先陣,せんじん,15618
悪質,あくしつ,15624
批評,ひひょう,15626
和風,わふう,15627
試食,ししょく,15628
官僚,かんりょう,15629
増強,ぞうきょう,15631
渇望,かつぼう,15632
南側,みなみがわ,15633
発狂,はっきょう,15637
姿形,すがたかたち,15638
弁護,べんご,15640
予習,よしゅう,15641
黒服,くろふく,15643
斬新,ざんしん,15644
残像,ざんぞう,15645
病弱,びょうじゃく,15648
近場,ちかば,15649
界隈,かいわい,15651
法廷,ほうてい,15652
紙片,しへん,15653
名人,めいじん,15656
地表,ちひょう,15657
銀河,ぎんが,15658
大工,だいく,15660
深紅,しんく,15664
彷彿,ほうふつ,15666
西方,せいほう,15667
住処,すみか,15668
聖書,せいしょ,15670
危害,きがい,15673
石鹸,せっけん,15674
崇高,すうこう,15675
呪術,じゅじゅつ,15678
不覚,ふかく,15683
市街,しがい,15686
遺品,いひん,15706
挙手,きょしゅ,15707
鎌倉,かまくら,15712
拮抗,きっこう,15715
人外,じんがい,15720
奴等,やつら,15724
加入,かにゅう,15726
驚嘆,きょうたん,15728
幾多,いくた,15729
繊維,せんい,15734
面前,めんぜん,15739
挽回,ばんかい,15740
外傷,がいしょう,15743
看破,かんぱ,15751
打破,だは,15752
諜報,ちょうほう,15753
明言,めいげん,15756
序盤,じょばん,15758
一望,いちぼう,15760
男前,おとこまえ,15763
国中,くにじゅう,15765
生唾,なまつば,15766
編入,へんにゅう,15770
局長,きょくちょう,15771
茶髪,ちゃぱつ,15772
航海,こうかい,15776
門前,もんぜん,15802
恩義,おんぎ,15803
意匠,いしょう,15811
繁殖,はんしょく,15812
番人,ばんにん,15817
改札,かいさつ,15821
寄生,きせい,15823
化学,かがく,15824
旋律,せんりつ,15826
悲願,ひがん,15831
下宿,げしゅく,15834
尊大,そんだい,15839
行軍,こうぐん,15841
紅蓮,ぐれん,15845
所存,しょぞん,15851
逆上,ぎゃくじょう,15854
提灯,ちょうちん,15855
不潔,ふけつ,15859
薬物,やくぶつ,15862
襲来,しゅうらい,15867
趣旨,しゅし,15870
乗馬,じょうば,15871
上方,かみがた,15872
告知,こくち,15876
充血,じゅうけつ,15880
首相,しゅしょう,15881
置物,おきもの,15898
土手,どて,15901
先客,せんきゃく,15903
大口,おおぐち,15908
境目,さかいめ,15909
自前,じまえ,15910
姉貴,あねき,15913
推論,すいろん,15916
複合,ふくごう,15917
咄嗟,とっさ,15918
三体,さんたい,15919
声高,こわだか,15920
夜食,やしょく,15921
女官,じょかん,15922
嗜好,しこう,15925
遺物,いぶつ,15927
童話,どうわ,15931
三男,さんなん,15933
分子,ぶんし,15938
応酬,おうしゅう,15939
